"filename", "language", "JSON", "JavaScript", "CSS", "Markdown", "SCSS", "HTML", "JavaScript JSX", "XML", "comment", "blank", "total"
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\api\vendors\vendorsApi.js", "JavaScript", 0, 42, 0, 0, 0, 0, 0, 0, 4, 9, 55
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\api\waitList\waitList.js", "JavaScript", 0, 51, 0, 0, 0, 0, 0, 0, 9, 13, 73
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\api\workdays\workdaysApi.js", "JavaScript", 0, 80, 0, 0, 0, 0, 0, 0, 6, 14, 100
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\app\store.js", "JavaScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 2, 29
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\assets\images\arrow-left.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 11, 1, 0, 12
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\DecorDivider.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 36, 0, 1, 3, 40
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\Bulletin\Bulletin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 3, 26
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\Bulletin\Bulletin.module.scss", "SCSS", 0, 0, 0, 0, 43, 0, 0, 0, 0, 9, 52
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\Bulletin\BulletinArticle\BulletinArticle.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 11
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\Bulletin\BulletinArticle\BulletinArticle.module.scss", "SCSS", 0, 0, 0, 0, 88, 0, 0, 0, 0, 11, 99
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\Delivery\Delivery.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 40, 0, 3, 2, 45
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\Delivery\Delivery.module.scss", "SCSS", 0, 0, 0, 0, 202, 0, 0, 0, 5, 21, 228
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\EagleCarports\EagleCarports.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 155, 0, 6, 12, 173
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\EagleCarports\EagleCarports.module.scss", "SCSS", 0, 0, 0, 0, 131, 0, 0, 0, 15, 22, 168
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\Help\Help.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 51, 0, 1, 7, 59
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\Help\Help.module.scss", "SCSS", 0, 0, 0, 0, 87, 0, 0, 0, 1, 10, 98
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\HowMuch\HowMuch.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 3, 2, 28
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\HowMuch\HowMuch.module.scss", "SCSS", 0, 0, 0, 0, 141, 0, 0, 0, 7, 16, 164
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\LandingHeader\LandingHeader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 16, 0, 0, 3, 19
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\LandingHeader\LandingHeader.module.scss", "SCSS", 0, 0, 0, 0, 143, 0, 0, 0, 4, 14, 161
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\MaterialBrowser\MaterialBrowser.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 93, 0, 0, 10, 103
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\MaterialBrowser\MaterialBrowser.module.scss", "SCSS", 0, 0, 0, 0, 147, 0, 0, 0, 0, 21, 168
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\MaterialBrowser\MaterialBrowserItem\MaterialBrowserItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 18, 0, 0, 2, 20
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Landing\MaterialBrowser\MaterialBrowserItem\MaterialBrowserItem.module.scss", "SCSS", 0, 0, 0, 0, 48, 0, 0, 0, 2, 7, 57
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Materials\MaterialCard\MaterialCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 94, 0, 6, 7, 107
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Materials\MaterialCard\MaterialCard.module.scss", "SCSS", 0, 0, 0, 0, 80, 0, 0, 0, 0, 15, 95
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Materials\MaterialsHeader\FilterBar\FilterBar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 662, 0, 54, 22, 738
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Materials\MaterialsHeader\FilterBar\FilterBar.module.scss", "SCSS", 0, 0, 0, 0, 58, 0, 0, 0, 14, 11, 83
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Materials\MaterialsHeader\MaterialsHeader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 2, 11
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\Materials\MaterialsHeader\MaterialsHeader.module.scss", "SCSS", 0, 0, 0, 0, 49, 0, 0, 0, 0, 4, 53
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\ProtectedRoute.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 7, 0, 0, 3, 10
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\dialogComponents\DialogFooter_SubmitClose.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 145, 0, 3, 10, 158
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\dialogComponents\DialogHeader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 53, 0, 0, 3, 56
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\layout\Footer\Footer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 21, 0, 0, 2, 23
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\layout\Footer\Footer.module.scss", "SCSS", 0, 0, 0, 0, 36, 0, 0, 0, 0, 8, 44
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\layout\Header\Header.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 124, 0, 10, 12, 146
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\layout\Header\Header.module.scss", "SCSS", 0, 0, 0, 0, 5, 0, 0, 0, 1, 2, 8
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\layout\Spinner.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 5, 0, 0, 3, 8
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\user\dashboard\deliveries\ClientSearchInput.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 130, 0, 19, 19, 168
"d:\JUSTIN\CODE\chlm\chlm2023\frontend\src\components\user\dashboard\deliveries\DeliveryClientForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 281, 0, 25, 30, 336
